utterance,emotion,did
was genau soll ich zu Vosky sagen,neutral,446
Stellen Sie mich ein ich bin selten Pepe,neutral,446
keine,neutral,446
Hallo Süßer,neutral,446
ihnen einfach ein Bild von Person_370 schicken?,neutral,446
das ist eigentlich eine gute Idee,neutral,446
sie werden mich einstellen müssen,neutral,446
Lol,joy,446
Haha hoffentlich!,joy,375
"aber denkst du daran, nach dem Abschluss zurück nach SG zu gehen?",neutral,375
Ich möchte zuerst für OPT hier arbeiten,neutral,375
"Meine Eltern wollen nicht, dass ich",neutral,375
Lol,joy,375
eh wahr la,neutral,375
OPT ist gut,neutral,375
Yea Mann,neutral,375
"hmm, glaubst du, du kannst sie davon überzeugen, dass das in Ordnung ist?'",neutral,375
"Sie haben sich bereits für den Sommer bei organisation_36 beworben, richtig?",neutral,375
"Außerdem ist es hier so viel einfacher, das Geld zurückzuverdienen",neutral,375
Ja!,joy,375
"Err, das erste Mal, als ich OPT erwähnte, war mein Vater ziemlich wütend, aber jetzt denke ich, dass sie sich irgendwie damit abgefunden haben lol",neutral,375
"Ich sagte, es ist 1 Jahr lol wagte es nicht, die Erweiterung ._ zu erwähnen.",non-neutral,375
yO,neutral,495
Sup Kumpel,neutral,495
zurück nach Hause,neutral,495
"heute war unser erster -freier' Tag, da das Basecamp nun vorbei ist",neutral,495
musste mein 'professionelles Portraitfoto' für die Schule machen,neutral,495
"Wartete in der Innenstadt für 1 Stunde in der Schlange, um eine Parkgenehmigung nur verweigert werden b / meine Straße / Block ist befreit... (wtf ich weiß)",disgust,495
so abgeholt mein Laptop von den Gecken und bin jetzt herumspielen w / es,neutral,495
(so oso oso ooo viel besser),joy,495
erstaunlich :-P,joy,495
über ot Snack und gehen zu einem bbq :-P,joy,495
befreit?,non-neutral,495
lol,joy,495
verdammt,non-neutral,495
Sie haben einen anstrengenden Tag ahah,non-neutral,495
morgen wird es hart werden,fear,495
7:30-12:30 Tepper-Beratungs-Bootcamp,neutral,495
1-6 Workshop von Deloitte Consulting,neutral,495
7-9 Deloitte Happy Hour und Empfang,neutral,495
lol,joy,495
das ist wie im Sommerlager lol,joy,495
für gelangweilte Millenials haha,joy,495
lol,joy,495
ohh das ist traurig :O,sadness,708
und nächstes Jahr auch,neutral,708
lol ich sollte ein Banner für nächstes Jahr machen,neutral,708
Eine Fahne?,neutral,708
Für Wettbewerbe?,neutral,708
Oh nein,non-neutral,708
lol,joy,708
"Dann wird jemand ein Trinkspiel machen, bei dem man einen Schuss macht, wenn man uns sieht",neutral,708
lol klingt gut,joy,708
"Sie sollten sich geehrt fühlen, dass Sie das Thema eines Trinkspiels sind lol",joy,708
"Ja, Sie sollten jedes Mal, wenn Sie mich sehen, eine Aufnahme machen lol",joy,708
schnell,neutral,708
Lol warum nicht,joy,708
Sie sehen mich zu oft?,joy,708
ich werde wahrscheinlich jeden einzelnen Tag verkatert sein lol,joy,708
Alter der Leute,neutral,692
Ah lol,joy,692
Macht Sinn,neutral,692
mmhm,neutral,692
es hat Spaß gemacht (ny),joy,692
b/c es war nur super dorky fob Leute,joy,692
"einer der ousemates, die ihre djs teilzeit lebten und head agood set up gehen",neutral,692
und niemand hat es benutzt,neutral,692
"also fingen ich und dieses Mädchen (meine Klassenkameradin) an, Leute auf den Boden zu schubsen",non-neutral,692
"also --- ja, als ältere Herren --- war es unterhaltsam, so zu sein wie... Schlampe - hör zu/ mach das",joy,692
Lol,joy,692
Das Lustigste war die Reaktion einiger Mädchen,joy,692
"die waren wie ... wow, ihr seid keine Nerds",joy,692
Lol,joy,692
"Sind Sie ein Nerd, frage ich mich",neutral,692
Ich bin definitiv ein Nerd,neutral,692
Lol,joy,692
Sie waren also nicht überrascht von Ihnen lol,joy,692
Hmmm?,neutral,692
Die Mädchen,neutral,692
Ooh dringend benötigte Korrektur sehr glatt,neutral,74
Ich bin glatt wie Eis,neutral,74
Aber Eis schmilzt,neutral,74
"Ja, aber Wasser ist glatt zu",neutral,74
Ich stimme nicht zu,neutral,74
"Es war ein ganzes Jahr, danke",neutral,74
Aber Flüsse und Meere sind kabbelig,neutral,74
"Diese werden aus Wasser hergestellt, sind aber selbst kein Wasser",neutral,74
u immer noch dtf,neutral,626
ahh ich und person_299 haben gerade bestellt :(,sadness,626
Entschuldigung b,sadness,626
alles gut,neutral,626
war sich nicht sicher und hatte den ganzen Tag noch nichts gegessen,neutral,626
Lass uns diese Woche trotzdem mal essen gehen,neutral,626
über das Wochenende hören wollen,neutral,626
mit Sicherheit yeee,neutral,626
ja haha,joy,78
gut IT-Implementierungsberatung für Steuern/Leistungen haha,joy,78
er ist so etwas wie der Teamleiter,neutral,78
dann gibt es so etwas wie einen Projektleiter,neutral,78
dann Partner,neutral,78
superflache Orga,neutral,78
*org,neutral,78
"dann ja, Gehalt macht Sinn",neutral,78
er bekommt wahrscheinlich auch Boni,neutral,78
Und genau das wollte ich sagen,neutral,78
"Es ist nicht das Geld, das zählt",neutral,78
"Sein relativer Wert, der durch das Gehalt bestimmt wird, wird anfangen zu stoßen @ u",non-neutral,78
können Sie immer noch zu sein,neutral,78
ich mache mehr *Sie*,neutral,78
"b/c a.) ich lebe in Troy und bin billig, so dass ich mehr spare",non-neutral,78
"b.) ich schmarotze, also bekomme ich viel mehr pro Stunde und mache nicht viel",non-neutral,78
"aber --> am Ende des Tages macht der eine 2x der andere 1,75 x",neutral,78
yeee,joy,78
es ist ein Jab in Ordnung haha,joy,78
"es ist, als müsste ich zwei Jobs haben, um konkurrenzfähig zu sein lol",joy,78
"oder Sie wissen - finden Sie etwas, um Ihre berufliche Laufbahn zu ändern",neutral,78
"und es ist nicht so, dass diese 2 aufhören werden, ihre Gehälter zu verdienen/erhöhen",neutral,78
OMG YAY,joy,552
Hahaha Ich habe gerade die Klasse beendet...,joy,552
oh Mädchen,joy,552
Ich habe gerade den Unterricht beendet. Sie armes Mädchen,non-neutral,552
"Loll war nicht allzu schlecht, obwohl, als sie über den Lehrplan sprachen, war ich wie",joy,552
lollllll,joy,552
welche Klasse,neutral,552
Kalligraphie?,neutral,552
"Nö, das ist morgen Abend haha dieses ist Design und Politik für humanitäre Auswirkungen ^^",neutral,552
ohhh okok,neutral,552
Wahrscheinlich einmal im Juli,neutral,678
person_325 dann zurück sein,neutral,678
Nein,neutral,678
"Ich könnte ihm aber sagen, dass er mit mir kommen soll",neutral,678
Im Juli bin ich nur zu Besuch,neutral,678
HAHA,joy,678
HAHAHAHAHAHA,joy,678
Person_326,joy,678
Person_129 geht nicht gerne über den Campus,neutral,678
Sie werden ihn für ein Wochenende quer durch den Staat bringen lol,surprise,678
"Ja, ich kann es tun",neutral,678
Er wird zu viel Arbeit haben,neutral,678
Lol,joy,678
Wir werden sehen,neutral,678
hahaa danke danke lol,joy,394
es wird so lange dauern,non-neutral,394
Haha kann man!,joy,394
Um wie viel Uhr beginnt es?,neutral,394
Haha 615,joy,394
dann haben sie uns um 10 Uhr abgeschnitten,neutral,394
Person_206,surprise,394
Prüfung bis 10,neutral,394
Das ist verrückt,surprise,394
"ja, es ist ziemlich lang",sadness,394
.....,neutral,394
müssen sich dafür gut ausruhen,neutral,394
"plant, später ein Nickerchen zu machen hehe",joy,394
LOL,joy,394
ich würde mir mehr Sorgen um das Essen machen,neutral,394
die prüfung ist vorbei essen!!!,non-neutral,394
Hätte ihn umbringen sollen,anger,402
OMG LOL,joy,402
Töten Sie nicht das heiße Zeug.,non-neutral,402
Er hat Stiefel. Für die Bewegung.,neutral,402
LOL,joy,402
Er ist sehr nützlich.,neutral,402
"Ich habe gelesen, dass 4koma",neutral,402
u w u,neutral,402
"Der, den du mir geschickt hast, richtig? Es schmerzt mich, dass es keinen lonqu esque Charakter in Fates gibt, mit dem ich person_486 versenden kann",sadness,402
"Ich weiß, oh mein Gott",non-neutral,402
Fühlst du meinen Schmerz,sadness,402
Ich,neutral,402
Sie würden sie einfach sofort heiraten,non-neutral,402
Ja,neutral,402
Ja,neutral,402
Ich habe so viele Ehemänner in Schicksalen,non-neutral,402
Aber keine kann Person_429 ersetzen,non-neutral,402
"Ich kann keine Mädchen finden, die ich wirklich in Birthright mag, aber zu viele männliche Auswahlmöglichkeiten. Habe noch nicht einmal mit anderen Pfaden angefangen, huch.",non-neutral,402
Steht Person_207 nicht in der Nähe von Person_429?,neutral,402
"Nun, was das Aussehen angeht, definitiv nicht. Von der Persönlichkeit her, würde ich sagen, ziemlich nah dran. person_430 auch. Eigentlich ist person_430 mehr wie person_431 als person_207. person_207 ist viel offener, fürsorglicher und, nun ja, BRÜDERLICHER",joy,402
Aber sie sind alle unterschiedlich :c,sadness,402
"Ich mag Person_432 sehr, weil er mich an Person_433 aus Organisation_80 erinnert",joy,402
Aber... Niemand ist wirklich wie Person_429...,sadness,402
"Schicken Sie mir eine SMS, wenn Sie genug zum Reden haben",neutral,301
Hmm,neutral,301
Wie viel kann ich wohl morgens machen?,neutral,301
Polieren,neutral,301
Eh,neutral,301
Vielleicht eine Schlussfolgerung,neutral,301
Überbewertet,neutral,301
:p,joy,301
Ich schreibe ein oder zwei Absätze,neutral,301
Vielleicht eine Skizze,neutral,301
Es ist Kunst,neutral,301
"Erstsemester, die nicht schreiben können, geben Müll ein und bekommen Einsen",non-neutral,301
Ich kann schreiben und faden Mist einreichen und bekomme As,neutral,301
was auch immer,neutral,301
Okayyyy,neutral,301
was auch immer,neutral,301
das ist ein guter Entwurf,neutral,301
"ich werde ganz schnell auf die Toilette gehen und dann wieder nach oben kommen, um mit dir zu reden und zu schlafen",neutral,301
Ich bin müde.,neutral,301
Das kann ich mir vorstellen.,neutral,301
"Prüfen Sie Snapchat, bevor Sie Ihr Telefon einstecken",neutral,301
"Ich denke, nur die Öffentlichkeit muss",neutral,93
"Ja, ich muss damit anfangen",neutral,93
Ahh wirklich? Ich habe immer für beides gesorgt,surprise,93
"Wenn Sie nicht wollen, dass ich einen mache, werde ich es trotzdem nicht tun!",neutral,93
"Oh nein, nur zu, haha, ich habe mich nur gewundert.",joy,93
Lol okay! Wann wirst du es tun?,joy,93
Wollen Sie es gleichzeitig tun?,neutral,93
:))),joy,93
person_63 Ich muss allerdings meinen Zeitplan für morgen ausarbeiten,neutral,93
"Wissen Sie, wo Sie Marker bekommen können?",neutral,93
Ich habe Marker!!,joy,93
Es gibt aber einige in der Standort-HL,neutral,93
lmao eigentlich sind morgen Wahlen,non-neutral,10
Ich kann jetzt mit der Arbeit beginnen,neutral,10
Oh loll,non-neutral,10
"Ist es ok, wenn wir uns in etwa 30 Minuten treffen?",neutral,10
"Ja, sicher, wo wollen Sie arbeiten?",neutral,10
Wollen Sie in den UC-Keller?,neutral,10
sicher hahahah das funktioniert für mich,joy,10
im i der uc,neutral,10
Hahaa Wort,joy,10
"Scheiße, was schreibt ihr da für das Formular für den Senior Shadow Day?",neutral,356
ich werde irgendwo eine Unterschrift bekommen,neutral,356
es ist aber morgen fällig,neutral,356
oh fuck was,surprise,356
ernsthaft,neutral,356
"Werden sie sauer werden, wenn ich meinen Vater beschatte?",neutral,356
"ja, es ist morgen fällig",neutral,356
Gibt es Regeln gegen das Beschatten von Eltern?,neutral,356
Ich weiß nicht,neutral,356
Hoffentlich,neutral,199
"Ich glaube, es ist oben auf organization_24",neutral,199
Ich schaue es nach GL,neutral,199
Ich bin auf Justice League New Frontier,neutral,199
"Mein Boi Manhunter versucht, durch das Fernsehen etwas über Menschen zu lernen",neutral,199
"Oh ja, so machen das alle Marsianer",neutral,199
"In YJ wird kurz erwähnt, dass Marsianer das Fernsehen lieben",neutral,199
"So eine ist seltsam, sie spielt 1954",surprise,199
Jeder liebt das Fernsehen,neutral,199
Es wurde wahrscheinlich vor einer Weile gemacht,neutral,199
"Die Zeichentrickfilmreihe hat seit 07 25 Filme herausgebracht, was lächerlich ist",non-neutral,199
Dies ist erst das zweite,neutral,199
Verdammter Kumpel,surprise,199
Die pumpen die raus wie verrückt,surprise,199
Sie machen gerade den Killer-Witz,neutral,199
"Ich weiß, ich bin wirklich gehyped für es",joy,199
Es ist bewertet r,neutral,199
"Ich glaube nicht, dass einer von ihnen unter pg-13 ist",neutral,199
Diese Dinge sind legal,non-neutral,199
"Ja, aber das ist die einzige mit einem R-Rating",neutral,199
"Was bedeutet, dass es eine ernste Angelegenheit sein wird",neutral,199
Oh nein,non-neutral,199
Das kann ich mir nicht leisten,neutral,324
Zeitgleich,neutral,324
Nicht geldmäßig,neutral,324
"Ja, ist schon gut, Bebe",neutral,324
Ich wusste,neutral,324
Ich werde zu Ihrem Treffen kommen,neutral,324
Für ein kleines bisschen,neutral,324
"Ich habe einen Laborbericht am Freitag fällig, so muss ich auf, dass morgen lol arbeiten",neutral,324
Ich soll also nur die Preise für die 3 Zimmer vorlegen?,neutral,296
"der mit der Gitarre auf dem Bild wird das Double sein, richtig?",neutral,296
"Ja, ich versuche nur zu sehen, ob es einen Konsens für ihren Wert gibt. Ich denke, es ist auch eine gute Idee, sich irgendwann vor dem Ende des Semesters zu treffen, um das auch zu besprechen.",neutral,296
ja ok,neutral,296
Ich meinte eigentlich das andere Zimmer mit dem riesigen Bett darin,neutral,296
"Als wir dort waren, schienen sie ungefähr gleich groß zu sein, nur hatte eines ein riesiges Bett",neutral,296
mk,neutral,296
"Das Gitarrenzimmer ist zwar etwas größer, aber es ist irgendwie ein schäbiges Zimmer. Wir wollten den Doppelgängern das beste Zimmer geben. Wir könnten uns stattdessen entscheiden, das andere zum Doppelzimmer zu machen. Wir wollten nur eines als Doppelzimmer auswählen, damit wir es bei der Bewertung berücksichtigen können.",neutral,296
"Ok, also eigentlich gefällt mir das kleine Zimmer am besten, aber da das andere größer ist, sollte es höher bewertet werden, also vielleicht Preis_1 für das Doppelzimmer, Preis_2 für das kleine Zimmer und Preis_3 für das Gitarrenzimmer",neutral,296
Ok Danke für den Input,neutral,296
"Cool, danke",joy,621
Mutter wird es morgen verschicken,neutral,621
Cool Vielen Dank,joy,621
"Hatten Sie schon die Gelegenheit, Radiohead zu hören?",neutral,621
"Ich habe mir die ersten paar angehört, aber ich habe fast die ganze Busfahrt gebraucht, um es auf meinem Telefon zum Laufen zu bringen",non-neutral,621
Schade,sadness,621
"Haben Sie ""Decks Dark"" gehört? Einer meiner Lieblinge",neutral,621
Ich bin nicht sicher,neutral,621
Welche war das?,neutral,621
Es ist der dritte Song,neutral,621
Wirklich wunderschönes Klavier am Anfang,joy,621
"vielleicht, ich erinnere mich nicht wirklich, ich war im Auto und sprach mit meiner Mutter",neutral,621
"Ah, erwischt",neutral,621
Hören Sie es sich über Ihr Lautsprechersystem an,neutral,621
Sie werden nicht enttäuscht sein,joy,621
klingt gut,joy,621
"oder zumindest hoffe ich, dass es das wird",non-neutral,621
"Ich denke, es wird Ihnen gefallen",joy,621
"Wie gesagt, es ist ein bisschen langsamer, aber es ist wirklich schön",joy,621
ich habe kein Problem damit,neutral,621
"Gott, es ist einfach so schön, neue Organisation_45 in meinem Leben zu haben",joy,621
Und es ist nicht schlecht,joy,621
und einige verstorbene Greifer,neutral,621
"Was also im Grunde genommen passiert, ist, dass sie die Rolle des Managers in zwei Dinge aufteilen: 2 Leute, die sich ausschließlich um die Logistik kümmern, und dann 2 Leute, die den Campus verwalten",neutral,464
"und ich erwog, für die Rolle des aktuellen Managers zu kandidieren, und ich sprach mit Leuten und sie empfahlen mir im Allgemeinen, für die Logistikrolle zu kandidieren (weil mein Tanzen nicht auf dem Niveau ist, auf dem es sein sollte), im Gegensatz zur neuen Campusrolle",neutral,464
"und ich bin mir nicht sicher, ob es sich lohnen würde, die Arbeit an der Hündin strikt durchzuführen",non-neutral,464
"Ah, ich habe Sie verstanden",neutral,464
Das ist hart,sadness,464
"Ich schätze, die Frage ist, was ist Ihr Grund für das Laufen?",neutral,464
"Ehrlich gesagt liebe ich das Tanzen und ich liebe es, mit neuen Leuten zu arbeiten",joy,464
"Vielleicht ist es einfacher, über das Telefon zu reden. Kann ich Sie in einer halben Stunde anrufen",neutral,464
ja sollte gut sein,neutral,464
In Ordnung,neutral,464
meine Nummern 4085070023,neutral,464
Perfekt,neutral,464
Dopingmittel,joy,464
Bald sprechen,neutral,464
yeee,joy,464
Ich möchte aber auch einen über das Fahren machen,neutral,317
Heck,neutral,317
Geschichten,neutral,317
Ja,neutral,317
Haben Sie schon Pläne für heute Abend?,neutral,317
Ich bin irgendwie schlecht gelaunt,sadness,317
Oh nein.../n,surprise,317
Nicht wirklich nein,neutral,317
Idk,neutral,317
Ich bin nicht gerne zu Hause,sadness,317
Wollten Sie damals etwas tun?,neutral,317
Auf andere Gedanken kommen?,neutral,317
Idk,neutral,317
Was?,neutral,317
"Wollten Sie reden oder etwas, um sich abzulenken?",neutral,317
"Oder einfach nur, um darüber zu reden, wenn Sie wollen",neutral,317
Thx fam,neutral,34
Ja,neutral,34
Was habe ich also,neutral,34
"Nun kann ich sehen, Schlitz von yugioh Sie haben einige Bohrer Motor Krankenschwestern u haben einen Traktor sarakiel",neutral,34
....Ich meinte die Liste,neutral,34
Was habe ich von dem Licht,neutral,34
*Liste,neutral,34
Sie haben den Rekord und etwas Organisation_9,neutral,34
Wie viele,neutral,34
"Geben Sie mir eine Liste, wie viele von jeder Karte auf dieser Liste ich habe",neutral,34
"Fam, das meiste davon ist im Deck",neutral,34
4 Millionen Strahlen 3 Tausend Strahlen 3 Organisation_10 3 Reforst und das war's,neutral,34
"Warte, kein OP-Engel, keine Refros?",surprise,34
*Schlepptau,neutral,34
Nein auf Hit Rescue?,neutral,34
"Ich weiß, dass ich Turiel habe",neutral,34
4 gavrail . 4 organization_9 4 organization_11 3 on hit rescue(oder Nociel). 2 remnon (nicht nötig) 3 organisation_9 4 Nociel(nicht nötig) 3 stride enabler. Refros 7 steht (4 Rettung) 4 Gavrail Critivals). person_22 als Starter. 2 Organisation_12 4 Gavrail Stride Ich habe Suriels . Alle anderen Engelsfeder Strides ziemlich viel lol,neutral,34
Sie haben Überspannung Person_23,neutral,34
Person_24,neutral,34
Was habe ich aus dieser Liste,neutral,34
